Company_Name,Rating,Review_Count,Industry,Headquarters
MIOT INTERNATIONAL,3.4,335,Healthcare,Chennai
Sundaram Motors,3.9,335,Automobile,Chennai
Novel Office,4.0,335,Real Estate,Bengaluru
Techolution,3.8,335,IT Services & Consulting,Hyderabad
Boehringer-Ingelheim,4.0,334,Pharma,Mumbai
Ratnamani Metals and Tubes,4.2,334,Iron & Steel,Ahmedabad
Myk Schomburg,3.8,334,Chemicals,Hyderabad
AXIS MY INDIA,3.6,334,Analytics & KPO,Mumbai
Agility,4.0,335,Logistics,Chennai
Ck Birla Hospitals,4.0,334,Healthcare,Kolkata
Mit World Peace University,3.9,339,Education & Training,Pune
ESIC HOSPITAL,4.0,335,Healthcare,New Delhi
Aristocrat,3.5,334,Gaming,Noida
CareEdge Ratings,3.0,334,Financial Services,Mumbai
OneBanc Technologies,4.9,334,FinTech,Gurugram
You Broadband,3.7,334,Telecom,Pune
Dosti Realty,4.2,334,Real Estate,Mumbai
KJS Cement,3.6,334,Building Material,Maihar
IQ BackOffice,3.6,334,Financial Services,Chennai
Centre for Good Governance,4.1,334,Government,Hyderabad
Chubb,3.3,334,Insurance,Hyderabad
Fluentgrid,3.5,334,IT Services & Consulting,Visakhapatnam
Kent plc,4.0,334,Oil & Gas,Mumbai
Rao IIT Academy,3.5,333,Education & Training,Mumbai
MTR Foods,3.9,334,Hospitality,Bengaluru
Tenon Facility Management,3.6,333,Facility Management Services,Gurugram
Sureti Insurance Marketing,3.2,333,Insurance,Coimbatore
Hartek Group,4.1,333,Engineering & Construction,Sahibzada Ajit Singh Nagar
Kusum Healthcare,4.0,333,Pharma,Bhiwadi
Peregrine Guarding,3.9,333,Law Enforcement & Security,Gurugram
Easy Home Finance,4.5,333,FinTech,Mumbai
Genisys Group,3.5,332,IT Services & Consulting,Bengaluru
Cox & Kings,3.4,332,Travel & Tourism,Mumbai
Ubisoft Entertainment,3.5,332,Gaming,Pune
BIC Cello,4.0,332,Other,Mumbai
VSoft Technologies,3.1,332,FinTech,Hyderabad
Ms Agarwal Foundries,4.1,332,Iron & Steel,Hyderabad
Honda India Power Products,4.1,332,Industrial Machinery,Greater Noida
Kubota Agricultural Machinery India,4.2,332,Agriculture,Chennai
Navneet Education,4.0,331,Printing & Publishing,Mumbai
Victora Tool Engineers,3.8,331,Auto Components,Faridabad
"Nitor Infotech, an Ascendion company",3.9,331,Software Product,Pune
SPML Infra,4.1,331,Engineering & Construction,Kolkata
Swastika Investmart,3.6,331,Investment Banking / Venture Capital / Private Equity,Indore
Bombay Intelligence Security,4.1,331,Law Enforcement & Security,Mumbai
MARK EXHAUST SYSTEMS,4.2,330,Auto Components,Gurugram
The Sleep Company,4.3,330,Furniture & Furnishing,Mumbai
Telecom Network Solutions,4.1,330,Telecom,Noida
Laser Power & Infra,3.5,329,Electrical Equipment,Kolkata
SVC Co-Operative Bank,3.8,329,Banking,Mumbai
Sheraton Hotels and Resorts,3.9,329,Hospitality,Bengaluru
Adani Energy Solutions,3.6,335,Power,Ahmedabad
Arya Omnitalk,3.5,329,Electronics Manufacturing,Pune
AI Variant,4.2,329,IT Services & Consulting,Bengaluru
TAJSATS AIR CATERING,4.0,329,Hospitality,Mumbai
Sigmoid,3.7,329,Analytics & KPO,Bengaluru
Zydus Hospital,4.2,329,Healthcare,Ahmedabad
Aksentt Tech Services,4.4,330,IT Services & Consulting,Mumbai
Manba Finance Limited,3.9,329,NBFC,Mumbai
Glorious Insight,3.4,329,IT Services & Consulting,Noida
Robosoft Technologies,3.4,329,IT Services & Consulting,Bengaluru
DEC Infra,3.8,329,Real Estate,Hyderabad
Renom Energy Services,4.2,329,Engineering & Construction,Pune
Cactus Communications,3.4,329,Software Product,Mumbai
Alkyl Amines,4.0,328,Chemicals,Pune
Arzooo.com,2.7,328,Travel & Tourism,Bengaluru
Narula Infrastructure,3.6,328,Engineering & Construction,Kolkata
Radiant Cash Management Services,3.3,328,Financial Services,Chennai
BOLD Technology Systems,3.0,330,Software Product,Noida
Infiniti Software Solutions,4.4,328,Software Product,Chennai
TIBCO Software,3.7,328,Software Product,Pune
Gleneagles Hospital,3.7,328,Chennai +12 other locations,
SAR Group,3.8,328,Consumer Electronics & Appliances,Gurugram
Sakon,2.8,328,Software Product,Pune
ZIM Laboratories,2.9,328,Pharma,Nagpur
Alicon Castalloy,3.5,328,Auto Components,Pune
Mirza International,3.4,328,Fashion & Textile,New Delhi
VKC Group,3.7,327,Fashion & Textile,Kozhikode
Kuwait National Petroleum Company,4.2,327,Oil & Gas,Kuwait City
ClaySys,3.7,327,IT Services & Consulting,Kochi
Siti Networks,3.9,327,Media & Entertainment,Noida
ITM Group of Institutions,3.3,327,Education & Training,Mumbai
VML,3.5,327,Marketing & Advertising,Noida
Creamy foods,4.1,327,Food Processing,Bulandshahr
Silverskills,3.4,327,BPO,Gurugram
Ozone Pharmaceuticals,3.7,327,Pharma,New Delhi
Laxmi Civil Engineering Services,4.1,327,Engineering & Construction,Kolhapur
Zeta,3.1,327,Emerging Technologies,Bengaluru
Deepak Phenolics,4.4,326,Chemicals,Bharuch
ProConnect Integrated Logistics,3.7,326,Logistics,Chennai
Highway Industries,4.0,326,Engineering & Construction,Ludhiana
CQRA,4.3,326,Engineering & Construction,Hyderabad
Stellantis Avtec Powertrain,3.6,326,Hosur +11 other locations,
JSW Steel Coated Products,3.9,326,Mumbai +31 other locations,
Piramal Foundation,4.2,325,Non-Profit,New Delhi
Frigorifico Allana,4.0,326,Food Processing,Chhatrapati Sambhajinagar
Aujas Cybersecurity-NuSummit company,3.7,325,IT Services & Consulting,Bengaluru
TCPL Packaging,3.9,325,Packaging,Dadra & Nagar Haveli
Taal Tech India,3.9,325,IT Services & Consulting,Bengaluru
East African (I) Overseas Dehradun,4.1,325,Pharma,Dehradun
Lapiz Digital Services,4.1,325,BPO,Chennai
Elico Healthcare Services,3.1,325,Analytics & KPO,Hyderabad
Jodas Expoim,3.3,324,Pharma,Hyderabad
SGT University,3.5,324,Education & Training,Gurugram
LCC Projects,4.3,323,Engineering & Construction,Ahmedabad
Hindustan Times,3.0,324,Media & Entertainment,New Delhi
Walsons Facility Solutions,3.9,324,Recruitment,Gurugram
LANXESS India Private Limited,4.2,324,Chemicals,Mumbai
Innover Digital,4.3,324,IT Services & Consulting,Kolkata
Bharat Wire Ropes,3.6,324,Iron & Steel,Mumbai
Stellar Value Chain Solutions,3.7,323,Logistics,Mumbai
CG Foods,3.5,323,Food Processing,Guwahati
Creative Hands HR Consultancy,4.2,323,Recruitment,Chennai
ArcGate,2.7,323,IT Services & Consulting,Udaipur
ETA Engineering,3.3,323,Engineering & Construction,New Delhi
Altera Digital Health,2.9,323,Software Product,Pune
K R Mangalam University,4.5,323,Education & Training,Gurugram
Bnp Paribas Securities,3.8,323,Financial Services,Chennai
Internshala,3.6,323,EdTech,Gurugram
Jaguar Land Rover,3.9,323,Automobile,Pune
ITC ABD,3.7,324,Agriculture,Guntur
Military Engineer Services,4.6,323,Engineering & Construction,New Delhi
Moody's Analytics,4.0,323,Analytics & KPO,Bengaluru
The Indian Hume Pipe Co.,3.8,323,Building Material,Mumbai
Peel-works,3.5,322,Software Product,Bengaluru
Iconic,4.0,322,Retail,Gurugram
UNITILE,4.5,322,Building Material,Mumbai
ARDEM Incorporated,3.9,322,BPO,Lucknow
Molecular Connections,3.1,322,IT Services & Consulting,Bengaluru
Ninestars Information Technologies Pvt. Ltd,3.2,322,Software Product,Bengaluru
IFFCO Kisan Sanchar,3.7,322,Agro Chemicals,New Delhi
DRA Homes,4.5,322,Real Estate,Chennai
DynPro,3.7,322,IT Services & Consulting,Bengaluru
NatWest Markets,3.8,322,Banking,Gurugram
Mirafra Technologies,3.6,322,Semiconductors,Bengaluru
Jorie Healthcare,3.9,322,Healthcare,Sahibzada Ajit Singh Nagar
Rooman Technologies,3.6,323,Education & Training,Bengaluru
Cliantha Research,3.9,322,Clinical Research,Ahmedabad
Vilas Javdekar Developers,3.8,322,Real Estate,Pune
T R Chadha & Co Llp,3.4,322,Accounting & Auditing,Mumbai
Kshema General Insurance,4.2,323,Insurance,Hyderabad
Pulse Pharmaceuticals,3.4,321,Pharma,Hyderabad
Resurgent India,3.9,321,Investment Banking / Venture Capital / Private Equity,Gurugram
Bharat IT Services,3.3,321,IT Services & Consulting,New Delhi
Cameo Corporate Services,3.2,321,BPO,Chennai
Nimbus Harbor Facilities Management,4.2,321,Facility Management Services,Gurugram
Danone Foods Beverages,3.5,322,Food Processing,Mumbai
Embee Software,3.7,321,Software Product,Kolkata
Indo Farm Equipment,3.1,321,Industrial Machinery,Baddi
Massmutual Global Business Services,3.9,322,IT Services & Consulting,Hyderabad
Apisero,4.3,320,IT Services & Consulting,Bengaluru
SAVIC Technologies,3.1,320,IT Services & Consulting,Mumbai
Dyninno India,4.0,320,IT Services & Consulting,Gurugram
LatentView Analytics,3.4,320,IT Services & Consulting,Chennai
Omax Autos,3.8,320,Auto Components,Gurugram
Dainik Jagran,3.3,320,Printing & Publishing,New Delhi
SEABIRD LOGISOLUTIONS,3.9,320,Logistics,Pune
Lernx,3.7,320,Jaipur +18 other locations,
Netsmartz Infotech,3.6,320,IT Services & Consulting,Chandigarh
Transworld Systems,3.0,320,Financial Services,Bengaluru
Amrutanjan Health Care,3.9,320,Pharma,Chennai
convergys india services,3.5,320,Gurugram +11 other locations,
GMR Energy,3.8,319,Power,New Delhi
NACL Industries,4.0,319,Agro Chemicals,Hyderabad
Electrical Research & Development Association,3.7,319,Electrical Equipment,Vadodara
Ruby Hall Clinic,4.0,319,Healthcare,Pune
Mindteck,3.0,319,IT Services & Consulting,Bengaluru
ABI Showatech,3.5,319,Auto Components,Chennai
Ordnance Factory,4.2,319,Government,Hyderabad
MSD Pharmaceuticals,3.7,319,Pharma,Hyderabad
H&R Block,4.2,319,Accounting & Auditing,Thiruvananthapuram
Manipal Technologies,3.9,319,Printing & Publishing,Bengaluru
Publicis Resources,3.4,319,Marketing & Advertising,Gurugram
MDC Group of Companies,4.8,319,Pharma,Mumbai
Van Heusen,4.0,319,Fashion & Textile,New Delhi
TIDC India,3.7,319,Industrial Machinery,Chennai
Gaja Engineering,4.2,319,Engineering & Construction,Hyderabad
SquadStack,3.3,319,IT Services & Consulting,Noida
ATMECS Global,3.2,319,IT Services & Consulting,Hyderabad
ZF India Technology Center,3.6,318,Auto Components,Hyderabad
Prepca Eduserv,4.0,318,EdTech,Pune
Angelique International,4.5,318,Engineering & Construction,Noida
Aspiro Pharma,3.7,318,Pharma,Hyderabad
Ahresty India,3.8,318,Auto Components,Rewari
Equinox Labs,3.9,318,Clinical Research,Mumbai
Telesonic Networks,3.9,317,Telecom,Chennai
Danske IT,3.6,317,IT Services & Consulting,Bengaluru
Sabre,3.9,317,Software Product,Bengaluru
Princess Cruises,4.0,317,Travel & Tourism,Mumbai
Paragon Digital Services,3.2,317,Marketing & Advertising,Chennai
Western Digital,3.4,317,Consumer Electronics & Appliances,Bengaluru
Gawar Construction,4.1,317,Engineering & Construction,New Delhi
EnFuse Solutions,3.9,317,IT Services & Consulting,Mumbai
Guiltfree Industries,3.5,317,FMCG,Kolkata
AGI Glaspac,3.7,317,Packaging,Hyderabad
SBS,2.5,317,IT Services & Consulting,Noida
Micro Plastics Private Limited,3.6,317,Bengaluru +12 other locations,
Emmvee Photovoltaic Power,3.5,317,Power,Bengaluru
360 Degree Cloud Technologies,4.0,317,IT Services & Consulting,Noida
State Bank Operations Support Services,3.4,317,IT Services & Consulting,New Delhi
Doha Petroleum Construction Company,3.9,317,Oil & Gas,Doha
Segula Technologies,3.4,317,Engineering & Construction,Chennai
Vinati Organics,3.8,317,Chemicals,Chiplun
FCI CCM,4.4,317,Software Product,Noida
Money View,4.1,318,FinTech,Bengaluru
AltezzaSys,3.8,317,IT Services & Consulting,Noida
Fino Paytech,3.2,316,FinTech,Mumbai
Nuclear Power Corporation of India,4.2,317,Power,Mumbai
Competent Software,3.2,316,IT Services & Consulting,New Delhi
Alf Engineering,3.9,316,Auto Components,Nashik
HungerBox,3.5,316,Internet,Bengaluru
Koenig Solutions,3.3,316,Education & Training,New Delhi
Rucha Engineers,3.8,316,Industrial Machinery,Chhatrapati Sambhajinagar
Themis Medicare,3.8,316,Pharma,Mumbai
Automotive Robotics (India),3.4,316,Industrial Automation,Chennai
Goldmedal Electricals,3.6,316,Electrical Equipment,Mumbai
InsanelyGood,4.0,315,Internet,Bengaluru
SSF PLASTICS,3.5,315,Petrochemicals,Hosur
Tata Marcopolo Motors,3.8,315,Auto Components,Dharwad
Smaaash Entertainment,4.1,315,Events,Mumbai
Goldmedal Electricals,3.6,316,Electrical Equipment,Mumbai
Smaaash Entertainment,4.1,315,Events,Mumbai
Signutra (Health & Nutrition Division of Win - Medicare Pvt Ltd),4.3,315,Pharma,New Delhi
Edureka,3.7,315,EdTech,Bengaluru
Arabian Construction Company,3.1,316,Engineering & Construction,Kolkata
Lee Pharma,3.3,315,Pharma,Hyderabad
Roki Minda Co,4.5,315,Auto Components,Chennai
Hinduja Finance,3.9,315,NBFC,Chennai
Miles Education,3.3,316,Education & Training,Bengaluru
KEPCO Plant Service & Engineering,3.7,315,Engineering & Construction,Bhavnagar
Azure Power,4.0,315,Power,New Delhi
Cyber Infrastructure,3.4,315,IT Services & Consulting,Indore
Markelytics Solutions,4.5,314,Analytics & KPO,Bengaluru
Airtel DTH Services,4.0,314,Telecom,Gurugram
Gammon Engineers And Contractors,4.0,314,Engineering & Construction,Mumbai
Futwork,3.7,315,Internet,Mumbai
VVF,3.8,314,Chemicals,Mumbai
Airbnb,3.6,314,Travel & Tourism,Gurugram
Amcor Flexibles India,3.7,314,Packaging,Bharuch
Innoviti Technologies Private Limited,2.9,314,FinTech,Bengaluru
Cure foods,3.4,314,Fitness & Wellness,Bengaluru
Innoviti Technologies Private Limited,2.9,314,FinTech,Bengaluru
Titan Laboratories,3.4,314,Pharma,Mumbai
Unibic Foods,3.6,313,Food Processing,Bengaluru
Checkmate Services,4.0,314,Facility Management Services,Vadodara
SR Fast Connect Staffing,4.5,318,Noida +9 other locations,
Brinton Pharmaceuticals,4.5,313,Pharma,Pune
Bird Worldwide Flight Services,3.4,313,Aviation,New Delhi
Iscon Balaji Foods,3.9,313,Food Processing,Ahmedabad
Ratnadeep Retail,4.1,313,Retail,Hyderabad
SS Supply Chain Solutions,3.5,313,IT Services & Consulting,Gurugram
R L Fine Chem,3.7,313,Pharma,Bengaluru
Domino Printech India LLP,4.3,313,Industrial Automation,Gurugram
Orix Auto Infrastructure Services,4.0,313,Travel & Tourism,Mumbai
GSH Group,4.2,313,Facility Management Services,Chennai
ANZ Operations & Technology,3.7,313,Financial Services,Bengaluru
Xylem Water Solutions,3.7,313,Waste Management,Vadodara
Pitney Bowes,3.8,312,IT Services & Consulting,Pune
Thirumalai Chemicals,3.8,312,Chemicals,Ranipet
ecare India,3.8,312,Analytics & KPO,Chennai
Madina Group,4.5,312,Oil & Gas,Doha
TATWA Technologies,3.3,311,IT Services & Consulting,Bhubaneswar
Namdev Finvest,3.7,311,Financial Services,Jaipur
LetsTransport,3.7,311,Logistics,Bengaluru
Wirtgen India,4.2,311,Industrial Machinery,Pune
RNF Technologies,2.9,311,IT Services & Consulting,Noida
Bhandari Automobiles,3.6,311,Automobile,Kolkata
Gemini Solutions,3.4,312,IT Services & Consulting,Gurugram
Stelmec,3.2,311,Power,Mumbai
MN Dastur & Company,3.8,311,Metals & Mining,Kolkata
IndianOil Adani Ventures,3.8,311,Oil & Gas,Paradip
Spm Autocomp,3.7,315,Auto Components,Pune
Nippon Audiotronix,3.4,311,Automobile,Gurugram
THE GUARDIANS Real Estate Advisory,3.6,310,Real Estate,Mumbai
Meinhardt Group,3.4,311,Engineering & Construction,Bengaluru
Yum!,4.0,310,Hospitality,Gurugram
HyFun Foods,4.2,310,Food Processing,Ahmedabad
Rheinmetall Automotive,3.9,310,Auto Components,Pune
Fleetx.io,3.2,310,Logistics,Gurugram
Inlead Electronics,3.9,310,Consumer Electronics & Appliances,Mumbai
Tradebulls,2.8,310,Financial Services,Ahmedabad
Karvy Financial Services,3.9,310,Financial Services,Hyderabad
QDegrees,3.3,310,Management Consulting,Jaipur
FUJIFILM,4.0,310,Animation & VFX,Gurugram
Junglee Games,4.1,310,Gaming,Gurugram
Garware Technical Fibres,3.6,310,Fashion & Textile,Pune
Quintessence Business Solutions & Services,3.8,309,Analytics & KPO,Coimbatore
Business Integrity Services,4.2,309,BPO,Chennai
Arena Animation,3.5,309,Education & Training,New Delhi
GlobalStep,2.2,309,IT Services & Consulting,Pune
Asort Company,3.9,309,Internet,Gurugram
Merino Laminates,3.9,309,Consumer Electronics & Appliances,New Delhi
ICRA,3.2,309,Financial Services,Mumbai
ANI INTEGRATED SERVICES,3.4,309,Engineering & Construction,Mumbai
NVH India Auto Parts,3.3,309,Auto Components,Chennai
Tata ClassEdge,3.4,309,EdTech,Mumbai
BYJU'S Exam Prep,3.7,308,EdTech,Noida
Munjal Kiriu Industries,3.8,309,Auto Components,Gurugram
KnowledgeHut,4.4,308,EdTech,Bengaluru
ISMT,3.8,308,Iron & Steel,Pune
Cavisson Systems,2.3,308,IT Services & Consulting,Noida
BMW,4.1,308,Automobile,Chennai
Efftronics Systems,2.9,308,Electronics Manufacturing,Vijayawada
Urbanrise,3.8,310,Real Estate,Hyderabad
Chakr Innovation,3.6,308,Industrial Machinery,Gurugram
Incture Technologies,2.7,308,IT Services & Consulting,Bengaluru
SHV Energy,3.9,309,Power,Hyderabad
Integra Global Solutions,3.6,308,Financial Services,Coimbatore
IT By Design,3.0,308,IT Services & Consulting,Chandigarh
Can-Pack,4.2,308,Packaging,Chhatrapati Sambhajinagar
British Biologicals,3.0,308,Fitness & Wellness,Bengaluru
Slr Metaliks,4.0,308,Iron & Steel,Hosapete
POSCO MAHARASHTRA STEEL,4.3,308,Iron & Steel,Pune
Tata Memorial Centre,4.1,309,Healthcare,Mumbai
Smart Value Products And Services,4.1,308,FMCG,Gurugram
Ang India,3.5,307,Consumer Electronics & Appliances,Noida
Woodland,3.2,308,Fashion & Textile,New Delhi
Shreya Life Sciences,3.8,307,Pharma,Chhatrapati Sambhajinagar
Thomson Digital,3.9,307,Printing & Publishing,Noida
BCT Consulting Private Limited,3.8,308,IT Services & Consulting,Chennai
Munjal Auto Industries,3.5,307,Auto Components,Vadodara
McAfee,3.6,307,Software Product,Bengaluru
Highbar Technocrat,4.0,307,IT Services & Consulting,Mumbai
TJSB Sahakari Bank,3.7,307,Banking,Mumbai
IM Gears,3.5,306,Auto Components,Chennai
KHY ELECTRONIC,3.9,306,Noida +12 other locations,
ARCADIS,4.2,306,IT Services & Consulting,Bengaluru
Katerra,3.5,306,Engineering & Construction,Bengaluru
Diya Systems,3.2,306,BPO,Mangaluru
Nissin Brake,4.3,306,Auto Components,Neemrana
Peter England,4.2,306,Fashion & Textile,Bengaluru
Murugappa Group,3.9,306,Agro Chemicals,Chennai
Hardcastle Restaurants,3.7,306,Hospitality,Mumbai
The Fern Residency,3.9,305,Hospitality,Mumbai
Hudson's Bay Company,3.9,305,Retail,Bengaluru
Perkins,4.3,306,Engineering & Construction,Chhatrapati Sambhajinagar
Soma Enterprises,4.6,305,Engineering & Construction,Hyderabad
Allanasons,3.8,305,Food Processing,Mumbai
Trackon Courier,3.5,305,Logistics,New Delhi
Trigyn Technologies,3.7,305,IT Services & Consulting,Mumbai
Della Adventure Resort,4.2,305,Hospitality,Pune
InnovationM,3.8,305,IT Services & Consulting,Noida
Mukand Limited,3.7,305,Iron & Steel,Mumbai
Automotive Axles,3.9,305,Auto Components,Mysuru
Wika Instruments India,4.0,306,Industrial Machinery,Pune
MSPL,4.2,305,Metals & Mining,Hosapete
Trelleborg,3.7,305,Industrial Machinery,Bengaluru
Ciron Drugs & Pharmaceuticals,3.2,305,Healthcare,Mumbai
Siegwerk,3.9,305,Chemicals,Bhiwadi
Propel Industries,3.6,305,Industrial Machinery,Coimbatore
Home Centre,3.9,304,Furniture & Furnishing,Bengaluru
Balajee Group,3.6,304,Engineering & Construction,Mumbai
Suburban Diagnostics,3.9,304,Healthcare,Mumbai
Global Opportunities,4.1,304,EdTech,New Delhi
Virtusa Software Services,3.6,306,IT Services & Consulting,Hyderabad
Hamleys,3.8,304,Retail,Mumbai
Autodesk,3.9,304,Software Product,Bengaluru
Impelsys,3.0,304,IT Services & Consulting,Bengaluru
Aurigene Oncology Limited,4.1,304,Biotechnology,Bengaluru
Manappuram Home Finance,3.9,304,Financial Services,Mumbai
NAFFCO,3.1,304,Law Enforcement & Security,Chennai
Aurigene Oncology Limited,4.1,304,Biotechnology,Bengaluru
Interface Microsystems,3.8,304,Electronics Manufacturing,Gurugram
Crescent Foundry,3.8,304,Industrial Machinery,Kolkata
Advance India Projects,4.3,304,Real Estate,Gurugram
Bajaj Energy,4.3,304,Power,Lalitpur
Manappuram Home Finance,3.9,304,Financial Services,Mumbai
Knowledge Splice Services pvt ltd.,3.0,304,BPO,Bengaluru
Ummeed Housing Finance,4.0,304,Financial Services,Gurugram
Saregama India,4.0,303,Media & Entertainment,Mumbai
Sakata Inx,3.9,303,Chemicals,Bhiwadi
Online Legal India,4.4,303,Other,Kolkata
Sv Creditline,3.7,303,NBFC,Gurugram
Karuna Management Services,3.5,303,Retail,Kolkata
ScoreMe Solutions,3.3,303,Software Product,Gurugram
Bharat Dynamics,4.5,303,Defence & Aerospace,Hyderabad
National Institute for Smart Government,3.7,303,Management Consulting,New Delhi
Onida,3.5,303,Consumer Electronics & Appliances,Mumbai
Softtek,3.9,303,IT Services & Consulting,Bengaluru
Zota Health Care,3.9,303,Pharma,Surat
Indo Amines,3.4,303,Chemicals,Mumbai
Nilons Enterprises,3.9,303,Food Processing,Jalgaon
STYLAM Industries,3.4,303,Engineering & Construction,Chandigarh
Total Environment Building Systems,4.0,303,Real Estate,Bengaluru
Dahua Technology India Pvt.Ltd.,3.5,303,IT Services & Consulting,Gurugram
Emerald Jewel Industry India,3.7,303,Jewellery,Coimbatore
